flightIdUnique,timeToDepartureDays,price
LH807_2019_5_27_14_25,19.5,1300
SK673_2019_5_27_15_0,19.5,1499
LH803_2019_5_27_11_10,18.5,1631
SK635_2019_5_27_7_0,18.5,1749
LH809_2019_5_27_4_5,18.5,2109
LH805_2019_5_27_16_50,19.5,2268
LH801_2019_5_27_8_10,18.5,2655
SK635_2019_5_28_7_0,19.5,729
SK637_2019_5_28_12_35,20.5,729
LH805_2019_5_28_16_50,20.5,1300
LH803_2019_5_28_11_10,19.5,1300
LH807_2019_5_28_14_25,20.5,1300
SK673_2019_5_28_15_0,20.5,1499
LH801_2019_5_28_8_0,19.5,1631
LH809_2019_5_28_4_5,19.5,1797
LH801_2019_5_29_8_0,20.5,1797
LH809_2019_5_29_4_5,20.5,1992
LH807_2019_5_29_14_25,21.5,2268
SK673_2019_5_29_15_0,21.5,2499
SK635_2019_5_29_7_0,20.5,2499
SK637_2019_5_29_12_35,21.5,2499
LH803_2019_5_29_11_15,20.5,3509
LH805_2019_5_29_16_50,21.5,4279
SK637_2019_5_30_12_35,22.5,1749
LH807_2019_5_30_14_25,22.5,2268
LH809_2019_5_30_4_5,21.5,2268
LH801_2019_5_30_8_10,21.5,2268
LH803_2019_5_30_11_10,21.5,2268
SK635_2019_5_30_7_0,21.5,3509
SK637_2019_5_31_12_35,23.5,1499
LH803_2019_5_31_11_10,22.5,1797
LH805_2019_5_31_16_50,23.5,1797
LH807_2019_5_31_14_25,23.5,1992
LH809_2019_5_31_4_20,22.5,2268
LH801_2019_5_31_8_0,22.5,2268
SK673_2019_6_1_15_0,24.5,1499
SK635_2019_6_1_7_0,23.5,1749
LH803_2019_6_1_11_10,23.5,1797
LH801_2019_6_1_8_0,23.5,2268
LH807_2019_6_1_14_25,24.5,2268
LH805_2019_6_1_16_50,24.5,2268
LH809_2019_6_2_4_20,24.5,1797
SK635_2019_6_2_7_0,24.5,2499
SK637_2019_6_2_12_35,25.5,2499
LH801_2019_6_2_8_0,24.5,3509
LH803_2019_6_2_11_10,24.5,3509
LH807_2019_6_2_14_25,25.5,3509
LH805_2019_6_2_16_50,25.5,3509
SK637_2019_6_3_12_35,26.5,1329
LH805_2019_6_3_16_50,26.5,1465
SK673_2019_6_3_15_0,26.5,1499
LH807_2019_6_3_14_25,26.5,1631
SK635_2019_6_3_7_0,25.5,1749
LH803_2019_6_3_11_10,25.5,1797
LH801_2019_6_3_8_10,25.5,1992
LH809_2019_6_3_4_5,25.5,2268
SK635_2019_6_4_7_0,26.5,729
SK637_2019_6_4_12_35,27.5,729
SK673_2019_6_4_15_0,27.5,729
LH803_2019_6_4_11_10,26.5,1465
LH807_2019_6_4_14_25,27.5,1465
LH809_2019_6_4_4_5,26.5,1631
LH801_2019_6_4_8_0,26.5,1797
LH805_2019_6_4_16_50,27.5,1797
SK637_2019_6_5_12_35,28.5,1329
SK673_2019_6_5_15_0,28.5,1499
LH801_2019_6_5_8_0,27.5,1797
LH809_2019_6_5_4_5,27.5,1992
LH803_2019_6_5_11_15,27.5,1992
LH807_2019_6_5_14_25,28.5,2268
SK635_2019_6_5_7_0,27.5,2499
LH805_2019_6_5_16_50,28.5,2655
SK637_2019_6_6_12_35,29.5,1329
SK673_2019_6_6_15_0,29.5,1329
LH805_2019_6_6_16_50,29.5,1992
LH809_2019_6_6_4_5,28.5,2268
LH801_2019_6_6_8_10,28.5,2268
SK635_2019_6_6_7_0,28.5,2499
LH807_2019_6_6_14_25,29.5,2655
LH803_2019_6_6_11_10,28.5,3041
LH809_2019_6_7_4_20,29.5,1797
LH801_2019_6_7_8_0,29.5,1797
LH803_2019_6_7_11_10,29.5,1797
SK635_2019_6_7_7_0,29.5,2499
SK637_2019_5_9_12_35,1,4419
SK673_2019_5_9_15_0,1,4419
LH807_2019_5_9_14_25,1,6479
LH805_2019_5_9_16_50,1,6479
LH803_2019_5_10_11_10,1,1300
LH809_2019_5_10_4_20,1,2268
LH801_2019_5_10_8_0,1,2268
SK637_2019_5_10_12_35,2,3509
SK635_2019_5_10_7_0,1,4419
SK673_2019_5_10_15_0,2,4419
LH807_2019_5_10_14_25,2,5269
LH805_2019_5_10_16_50,2,5269
SK673_2019_5_11_15_0,3,1749
LH805_2019_5_11_16_50,3,1797
SK635_2019_5_11_7_0,2,1749
LH801_2019_5_11_8_0,2,1797
LH803_2019_5_11_11_10,2,1797
LH807_2019_5_11_14_25,3,1797
LH809_2019_5_11_4_20,2,2268
LH809_2019_5_12_4_20,3,2114
SK635_2019_5_12_7_0,3,2499
LH805_2019_5_12_16_50,4,4279
LH801_2019_5_12_8_0,3,4279
SK637_2019_5_12_12_35,4,4419
SK673_2019_5_12_15_0,4,4419
LH803_2019_5_12_11_10,3,5016
LH807_2019_5_12_14_25,4,6181
LH807_2019_5_13_14_25,5,1797
LH805_2019_5_13_16_50,5,1797
SK673_2019_5_13_15_0,5,2499
SK635_2019_5_13_7_0,4,2499
SK637_2019_5_13_12_35,5,2499
LH803_2019_5_13_11_10,4,3509
LH809_2019_5_13_4_5,4,4279
LH801_2019_5_13_8_10,4,4279
LH801_2019_5_14_8_0,5,1797
LH803_2019_5_14_11_10,5,1797
LH807_2019_5_14_14_25,6,1797
LH805_2019_5_14_16_50,6,1797
SK635_2019_5_14_7_0,5,2499
SK637_2019_5_14_12_35,6,2499
SK673_2019_5_14_15_0,6,2499
LH809_2019_5_14_4_5,5,4279
SK637_2019_5_15_12_35,7,1749
SK673_2019_5_15_15_0,7,1749
LH801_2019_5_15_8_0,6,1797
LH807_2019_5_15_14_25,7,1797
LH803_2019_5_15_11_15,6,2268
SK635_2019_5_15_7_0,6,2499
LH805_2019_5_15_16_50,7,2665
LH809_2019_5_15_4_5,6,4279
LH801_2019_5_16_8_10,7,2114
SK635_2019_5_16_7_0,7,2499
LH809_2019_5_16_4_5,7,3041
LH803_2019_5_16_11_10,7,4121
SK637_2019_5_16_12_35,8,4419
SK673_2019_5_16_15_0,8,4419
LH807_2019_5_16_14_25,8,6479
LH805_2019_5_16_16_50,8,6479
SK637_2019_5_17_12_35,9,1749
SK673_2019_5_17_15_0,9,1749
LH809_2019_5_17_4_20,8,2268
LH801_2019_5_17_8_0,8,2268
SK635_2019_5_17_7_0,8,2499
LH807_2019_5_17_14_25,9,3041
LH803_2019_5_17_11_10,8,3509
LH805_2019_5_17_16_50,9,4121
LH807_2019_5_18_14_25,10,1465
LH805_2019_5_18_16_50,10,1465
SK673_2019_5_18_15_0,10,1749
SK635_2019_5_18_7_0,9,1749
LH809_2019_5_18_4_20,9,1797
LH801_2019_5_18_8_0,9,2268
LH803_2019_5_18_11_10,9,2268
SK635_2019_5_19_7_0,10,1329
SK637_2019_5_19_12_35,11,1499
SK673_2019_5_19_15_0,11,1499
LH809_2019_5_19_4_20,10,1797
LH807_2019_5_19_14_25,11,1992
LH805_2019_5_19_16_50,11,1992
LH801_2019_5_19_8_0,10,3509
LH803_2019_5_19_11_10,10,4759
LH807_2019_5_20_14_25,12,1465
LH805_2019_5_20_16_50,12,1465
SK637_2019_5_20_12_35,12,1749
SK673_2019_5_20_15_0,12,1749
SK635_2019_5_20_7_0,11,2499
LH809_2019_5_20_4_5,11,2655
LH801_2019_5_20_8_10,11,2655
LH803_2019_5_20_11_10,11,3041
LH801_2019_5_21_8_0,12,1465
LH807_2019_5_21_14_25,13,1465
LH805_2019_5_21_16_50,13,1465
SK673_2019_5_21_15_0,13,1749
SK635_2019_5_21_7_0,12,1749
SK637_2019_5_21_12_35,13,1749
LH803_2019_5_21_11_10,12,1797
LH809_2019_5_21_4_5,12,2655
LH807_2019_5_22_14_25,14,1465
LH801_2019_5_22_8_0,13,1631
LH805_2019_5_22_16_50,14,1797
LH809_2019_5_22_4_5,13,2268
SK635_2019_5_22_7_0,13,2949
SK637_2019_5_22_12_35,14,2949
SK673_2019_5_22_15_0,14,2949
LH803_2019_5_22_11_15,13,3509
LH801_2019_5_23_8_10,14,1465
SK637_2019_5_23_12_35,15,1499
SK673_2019_5_23_15_0,15,1499
SK635_2019_5_23_7_0,14,1749
LH803_2019_5_23_11_10,14,1797
LH809_2019_5_23_4_5,14,2268
LH807_2019_5_23_14_25,15,2655
LH805_2019_5_23_16_50,15,2655
SK635_2019_5_24_7_0,15,1749
SK637_2019_5_24_12_35,16,1749
LH809_2019_5_24_4_20,15,1797
SK673_2019_5_24_15_0,16,2499
LH805_2019_5_24_16_50,16,2655
LH801_2019_5_24_8_0,15,3041
LH803_2019_5_24_11_10,15,3041
SK635_2019_5_25_7_0,16,1499
SK673_2019_5_25_15_0,17,1499
LH805_2019_5_25_16_50,17,1631
LH809_2019_5_25_4_20,16,1797
LH807_2019_5_25_14_25,17,1797
LH803_2019_5_25_11_10,16,2268
LH801_2019_5_25_8_0,16,3041
SK637_2019_5_26_12_35,18,1329
LH809_2019_5_26_4_20,17,1465
LH807_2019_5_26_14_25,18,1465
SK673_2019_5_26_15_0,18,1499
SK635_2019_5_26_7_0,17,1749
LH803_2019_5_26_11_10,17,1797
LH805_2019_5_26_16_50,18,1797
LH801_2019_5_26_8_0,17,2655
SK637_2019_5_27_12_35,19,729
LH807_2019_5_27_14_25,19,1300
SK673_2019_5_27_15_0,19,1499
LH803_2019_5_27_11_10,18,1631
SK635_2019_5_27_7_0,18,1749
LH809_2019_5_27_4_5,18,2268
LH805_2019_5_27_16_50,19,2268
LH801_2019_5_27_8_10,18,2655
SK635_2019_5_28_7_0,19,729
SK637_2019_5_28_12_35,20,729
LH807_2019_5_28_14_25,20,1300
LH803_2019_5_28_11_10,19,1300
LH805_2019_5_28_16_50,20,1465
SK673_2019_5_28_15_0,20,1499
LH801_2019_5_28_8_0,19,1631
LH809_2019_5_28_4_5,19,2268
LH801_2019_5_29_8_0,20,1797
LH809_2019_5_29_4_5,20,2268
LH807_2019_5_29_14_25,21,2268
SK673_2019_5_29_15_0,21,2499
SK635_2019_5_29_7_0,20,2499
SK637_2019_5_29_12_35,21,2499
LH803_2019_5_29_11_15,20,3509
LH805_2019_5_29_16_50,21,4279
SK637_2019_5_30_12_35,22,1749
LH807_2019_5_30_14_25,22,2268
LH809_2019_5_30_4_5,21,2268
LH801_2019_5_30_8_10,21,2268
LH803_2019_5_30_11_10,21,2268
SK635_2019_5_30_7_0,21,3509
SK637_2019_5_31_12_35,23,1499
LH803_2019_5_31_11_10,22,1797
LH805_2019_5_31_16_50,23,1797
LH807_2019_5_31_14_25,23,1992
LH809_2019_5_31_4_20,22,2268
LH801_2019_5_31_8_0,22,2268
SK673_2019_6_1_15_0,24,1499
SK635_2019_6_1_7_0,23,1749
LH803_2019_6_1_11_10,23,1992
LH801_2019_6_1_8_0,23,2268
LH807_2019_6_1_14_25,24,2268
LH805_2019_6_1_16_50,24,2268
LH809_2019_6_2_4_20,24,1992
SK635_2019_6_2_7_0,24,2499
SK637_2019_6_2_12_35,25,2499
LH801_2019_6_2_8_0,24,3509
LH803_2019_6_2_11_10,24,3509
LH807_2019_6_2_14_25,25,3509
LH805_2019_6_2_16_50,25,3509
SK637_2019_6_3_12_35,26,1329
LH805_2019_6_3_16_50,26,1465
SK673_2019_6_3_15_0,26,1499
LH807_2019_6_3_14_25,26,1631
SK635_2019_6_3_7_0,25,1749
LH803_2019_6_3_11_10,25,1797
LH801_2019_6_3_8_10,25,1992
LH809_2019_6_3_4_5,25,2268
SK635_2019_6_4_7_0,26,729
SK637_2019_6_4_12_35,27,729
SK673_2019_6_4_15_0,27,729
LH807_2019_6_4_14_25,27,1300
LH803_2019_6_4_11_10,26,1465
LH809_2019_6_4_4_5,26,1631
LH801_2019_6_4_8_0,26,1797
LH805_2019_6_4_16_50,27,1992
SK637_2019_6_5_12_35,28,1329
SK673_2019_6_5_15_0,28,1499
LH801_2019_6_5_8_0,27,1797
LH809_2019_6_5_4_5,27,1992
LH803_2019_6_5_11_15,27,1992
LH807_2019_6_5_14_25,28,2268
SK635_2019_6_5_7_0,27,2499
LH805_2019_6_5_16_50,28,2655
SK637_2019_6_6_12_35,29,1329
SK673_2019_6_6_15_0,29,1329
LH805_2019_6_6_16_50,29,1992
LH809_2019_6_6_4_5,28,2268
LH801_2019_6_6_8_10,28,2268
SK635_2019_6_6_7_0,28,2499
LH807_2019_6_6_14_25,29,2655
LH803_2019_6_6_11_10,28,3041
SK637_2019_6_7_12_35,30,969
SK673_2019_6_7_15_0,30,969
LH805_2019_6_7_16_50,30,1631
LH809_2019_6_7_4_20,29,1797
LH801_2019_6_7_8_0,29,1797
LH803_2019_6_7_11_10,29,1797
LH807_2019_6_7_14_25,30,1992
SK635_2019_6_7_7_0,29,2499
SK635_2019_6_8_7_0,30,729
LH809_2019_6_8_4_20,30,1465
LH803_2019_6_8_11_10,30,1797
LH801_2019_6_8_8_0,30,1992
SK637_2019_5_10_12_35,1.5,3509
SK673_2019_5_10_15_0,1.5,4419
LH807_2019_5_10_14_25,1.5,5269
LH805_2019_5_10_16_50,1.5,5269
SK673_2019_5_11_15_0,2.5,1749
LH805_2019_5_11_16_50,2.5,1798
SK635_2019_5_11_7_0,1.5,1749
LH801_2019_5_11_8_0,1.5,1798
LH803_2019_5_11_11_10,1.5,1798
LH807_2019_5_11_14_25,2.5,1798
LH809_2019_5_11_4_20,1.5,2268
LH809_2019_5_12_4_20,2.5,2268
LH805_2019_5_12_16_50,3.5,2268
SK635_2019_5_12_7_0,2.5,2499
LH801_2019_5_12_8_0,2.5,3489
LH803_2019_5_12_11_10,2.5,4281
SK637_2019_5_12_12_35,3.5,4419
SK673_2019_5_12_15_0,3.5,4419
LH807_2019_5_12_14_25,3.5,6481
LH807_2019_5_13_14_25,4.5,1797
LH805_2019_5_13_16_50,4.5,1797
LH803_2019_5_13_11_10,3.5,2268
SK673_2019_5_13_15_0,4.5,2499
SK635_2019_5_13_7_0,3.5,2499
SK637_2019_5_13_12_35,4.5,2499
LH809_2019_5_13_4_5,3.5,4279
LH801_2019_5_13_8_10,3.5,4279
LH801_2019_5_14_8_0,4.5,1797
LH803_2019_5_14_11_10,4.5,1797
LH807_2019_5_14_14_25,5.5,1797
LH805_2019_5_14_16_50,5.5,1797
SK635_2019_5_14_7_0,4.5,2499
SK637_2019_5_14_12_35,5.5,2499
SK673_2019_5_14_15_0,5.5,2499
LH809_2019_5_14_4_5,4.5,4279
SK637_2019_5_15_12_35,6.5,1749
SK673_2019_5_15_15_0,6.5,1749
LH801_2019_5_15_8_0,5.5,1797
LH807_2019_5_15_14_25,6.5,1797
LH803_2019_5_15_11_15,5.5,2268
LH805_2019_5_15_16_50,6.5,2268
SK635_2019_5_15_7_0,5.5,2499
LH809_2019_5_15_4_5,5.5,4279
LH801_2019_5_16_8_10,6.5,2111
SK635_2019_5_16_7_0,6.5,2499
LH809_2019_5_16_4_5,6.5,3041
LH803_2019_5_16_11_10,6.5,4279
SK637_2019_5_16_12_35,7.5,4419
SK673_2019_5_16_15_0,7.5,4419
LH807_2019_5_16_14_25,7.5,6479
LH805_2019_5_16_16_50,7.5,6479
SK637_2019_5_17_12_35,8.5,1749
SK673_2019_5_17_15_0,8.5,1749
LH809_2019_5_17_4_20,7.5,2268
LH801_2019_5_17_8_0,7.5,2268
SK635_2019_5_17_7_0,7.5,2499
LH803_2019_5_17_11_10,7.5,3041
LH807_2019_5_17_14_25,8.5,4114
LH805_2019_5_17_16_50,8.5,4279
LH807_2019_5_18_14_25,9.5,1465
LH805_2019_5_18_16_50,9.5,1465
SK673_2019_5_18_15_0,9.5,1749
SK635_2019_5_18_7_0,8.5,1749
LH809_2019_5_18_4_20,8.5,1797
LH801_2019_5_18_8_0,8.5,2268
LH803_2019_5_18_11_10,8.5,2268
SK635_2019_5_19_7_0,9.5,1329
SK637_2019_5_19_12_35,10.5,1499
SK673_2019_5_19_15_0,10.5,1499
LH809_2019_5_19_4_20,9.5,1797
LH807_2019_5_19_14_25,10.5,1992
LH805_2019_5_19_16_50,10.5,2268
LH801_2019_5_19_8_0,9.5,3509
LH803_2019_5_19_11_10,9.5,6181
LH807_2019_5_20_14_25,11.5,1465
LH805_2019_5_20_16_50,11.5,1465
SK637_2019_5_20_12_35,11.5,1749
SK673_2019_5_20_15_0,11.5,1749
SK635_2019_5_20_7_0,10.5,2499
LH809_2019_5_20_4_5,10.5,2655
LH801_2019_5_20_8_10,10.5,2655
LH803_2019_5_20_11_10,10.5,3041
LH801_2019_5_21_8_0,11.5,1465
LH807_2019_5_21_14_25,12.5,1465
LH805_2019_5_21_16_50,12.5,1465
SK673_2019_5_21_15_0,12.5,1749
SK635_2019_5_21_7_0,11.5,1749
SK637_2019_5_21_12_35,12.5,1749
LH803_2019_5_21_11_10,11.5,1992
LH809_2019_5_21_4_5,11.5,2655
LH807_2019_5_22_14_25,13.5,1465
LH801_2019_5_22_8_0,12.5,1631
LH805_2019_5_22_16_50,13.5,2111
LH809_2019_5_22_4_5,12.5,2268
SK673_2019_5_22_15_0,13.5,2949
SK635_2019_5_22_7_0,12.5,2949
SK637_2019_5_22_12_35,13.5,2949
LH803_2019_5_22_11_15,12.5,3509
LH801_2019_5_23_8_10,13.5,1465
SK637_2019_5_23_12_35,14.5,1499
SK673_2019_5_23_15_0,14.5,1499
SK635_2019_5_23_7_0,13.5,1749
LH803_2019_5_23_11_10,13.5,1797
LH809_2019_5_23_4_5,13.5,2268
LH807_2019_5_23_14_25,14.5,2655
LH805_2019_5_23_16_50,14.5,2655
SK635_2019_5_24_7_0,14.5,1749
SK637_2019_5_24_12_35,15.5,1749
LH809_2019_5_24_4_20,14.5,1797
SK673_2019_5_24_15_0,15.5,2499
LH805_2019_5_24_16_50,15.5,2655
LH801_2019_5_24_8_0,14.5,3041
LH803_2019_5_24_11_10,14.5,3041
LH805_2019_5_25_16_50,16.5,1465
SK635_2019_5_25_7_0,15.5,1499
SK673_2019_5_25_15_0,16.5,1499
LH809_2019_5_25_4_20,15.5,1797
LH807_2019_5_25_14_25,16.5,1797
LH803_2019_5_25_11_10,15.5,2268
LH801_2019_5_25_8_0,15.5,3041
SK637_2019_5_26_12_35,17.5,1329
LH809_2019_5_26_4_20,16.5,1465
SK673_2019_5_26_15_0,17.5,1499
SK635_2019_5_26_7_0,16.5,1749
LH807_2019_5_26_14_25,17.5,1797
LH805_2019_5_26_16_50,17.5,1797
LH803_2019_5_26_11_10,16.5,1992
LH801_2019_5_26_8_0,16.5,2655
SK637_2019_5_27_12_35,18.5,729
LH807_2019_5_27_14_25,18.5,1300
SK673_2019_5_27_15_0,18.5,1499
LH803_2019_5_27_11_10,17.5,1631
SK635_2019_5_27_7_0,17.5,1749
LH809_2019_5_27_4_5,17.5,2268
LH801_2019_5_27_8_10,17.5,2655
LH805_2019_5_27_16_50,18.5,2655
SK635_2019_5_28_7_0,18.5,729
SK637_2019_5_28_12_35,19.5,729
LH807_2019_5_28_14_25,19.5,1300
LH803_2019_5_28_11_10,18.5,1300
LH805_2019_5_28_16_50,19.5,1465
SK673_2019_5_28_15_0,19.5,1499
LH801_2019_5_28_8_0,18.5,1631
LH809_2019_5_28_4_5,18.5,2268
LH801_2019_5_29_8_0,19.5,1797
LH809_2019_5_29_4_5,19.5,2268
SK673_2019_5_29_15_0,20.5,2499
SK635_2019_5_29_7_0,19.5,2499
SK637_2019_5_29_12_35,20.5,2499
LH807_2019_5_29_14_25,20.5,2663
LH803_2019_5_29_11_15,19.5,3509
LH805_2019_5_29_16_50,20.5,4279
SK637_2019_5_30_12_35,21.5,1749
LH801_2019_5_30_8_10,20.5,1992
LH807_2019_5_30_14_25,21.5,1992
LH809_2019_5_30_4_5,20.5,2268
LH803_2019_5_30_11_10,20.5,2268
SK635_2019_5_30_7_0,20.5,3509
SK637_2019_5_31_12_35,22.5,1499
LH803_2019_5_31_11_10,21.5,1797
LH805_2019_5_31_16_50,22.5,1797
LH807_2019_5_31_14_25,22.5,1992
LH809_2019_5_31_4_20,21.5,2268
LH801_2019_5_31_8_0,21.5,2268
SK673_2019_6_1_15_0,23.5,1499
SK635_2019_6_1_7_0,22.5,1749
LH803_2019_6_1_11_10,22.5,1992
LH805_2019_6_1_16_50,23.5,1992
LH801_2019_6_1_8_0,22.5,2268
LH807_2019_6_1_14_25,23.5,2268
LH809_2019_6_2_4_20,23.5,1992
SK635_2019_6_2_7_0,23.5,2499
SK637_2019_6_2_12_35,24.5,2499
LH801_2019_6_2_8_0,23.5,3509
LH803_2019_6_2_11_10,23.5,3509
LH807_2019_6_2_14_25,24.5,3509
LH805_2019_6_2_16_50,24.5,3509
SK637_2019_6_3_12_35,25.5,1329
LH805_2019_6_3_16_50,25.5,1465
SK673_2019_6_3_15_0,25.5,1499
SK635_2019_6_3_7_0,24.5,1749
LH803_2019_6_3_11_10,24.5,1797
LH807_2019_6_3_14_25,25.5,1797
LH801_2019_6_3_8_10,24.5,1992
LH809_2019_6_3_4_5,24.5,2268
SK635_2019_6_4_7_0,25.5,729
SK637_2019_6_4_12_35,26.5,729
SK673_2019_6_4_15_0,26.5,729
LH807_2019_6_4_14_25,26.5,1300
LH803_2019_6_4_11_10,25.5,1465
LH809_2019_6_4_4_5,25.5,1631
LH801_2019_6_4_8_0,25.5,1797
LH805_2019_6_4_16_50,26.5,1992
SK637_2019_6_5_12_35,27.5,1329
SK673_2019_6_5_15_0,27.5,1499
LH801_2019_6_5_8_0,26.5,1797
LH809_2019_6_5_4_5,26.5,1992
LH803_2019_6_5_11_15,26.5,1992
LH807_2019_6_5_14_25,27.5,2268
SK635_2019_6_5_7_0,26.5,2499
LH805_2019_6_5_16_50,27.5,2655
SK637_2019_6_6_12_35,28.5,1329
SK673_2019_6_6_15_0,28.5,1329
LH805_2019_6_6_16_50,28.5,1992
LH809_2019_6_6_4_5,27.5,2268
LH801_2019_6_6_8_10,27.5,2268
SK635_2019_6_6_7_0,27.5,2499
LH807_2019_6_6_14_25,28.5,2655
LH803_2019_6_6_11_10,27.5,3041
SK637_2019_6_7_12_35,29.5,969
SK673_2019_6_7_15_0,29.5,969
LH805_2019_6_7_16_50,29.5,1631
LH809_2019_6_7_4_20,28.5,1797
LH801_2019_6_7_8_0,28.5,1797
LH803_2019_6_7_11_10,28.5,1797
LH807_2019_6_7_14_25,29.5,1992
SK635_2019_6_7_7_0,28.5,2499
SK635_2019_6_8_7_0,29.5,729
LH809_2019_6_8_4_20,29.5,1631
LH803_2019_6_8_11_10,29.5,1797
LH801_2019_6_8_8_0,29.5,1992
SK637_2019_5_10_12_35,1,3509
SK673_2019_5_10_15_0,1,4419
LH807_2019_5_10_14_25,1,6481
LH805_2019_5_10_16_50,1,6481
SK673_2019_5_11_15_0,2,1749
LH805_2019_5_11_16_50,2,1798
SK635_2019_5_11_7_0,1,1749
LH801_2019_5_11_8_0,1,1798
LH803_2019_5_11_11_10,1,1798
LH807_2019_5_11_14_25,2,1798
LH809_2019_5_11_4_20,1,2268
LH809_2019_5_12_4_20,2,2268
LH805_2019_5_12_16_50,3,2268
SK635_2019_5_12_7_0,2,2499
LH801_2019_5_12_8_0,2,3489
LH803_2019_5_12_11_10,2,4281
SK637_2019_5_12_12_35,3,4419
SK673_2019_5_12_15_0,3,4419
LH807_2019_5_12_14_25,3,6481
LH807_2019_5_13_14_25,4,1798
LH805_2019_5_13_16_50,4,1798
LH803_2019_5_13_11_10,3,2268
SK673_2019_5_13_15_0,4,2499
SK635_2019_5_13_7_0,3,2499
SK637_2019_5_13_12_35,4,2499
LH809_2019_5_13_4_5,3,4281
LH801_2019_5_13_8_10,3,4281
LH801_2019_5_14_8_0,4,1798
LH803_2019_5_14_11_10,4,1798
LH807_2019_5_14_14_25,5,1798
LH805_2019_5_14_16_50,5,2109
SK635_2019_5_14_7_0,4,2499
SK637_2019_5_14_12_35,5,2499
SK673_2019_5_14_15_0,5,2499
LH809_2019_5_14_4_5,4,4281
SK637_2019_5_15_12_35,6,1749
SK673_2019_5_15_15_0,6,1749
LH801_2019_5_15_8_0,5,1798
LH807_2019_5_15_14_25,6,1798
LH803_2019_5_15_11_15,5,2268
LH805_2019_5_15_16_50,6,2268
SK635_2019_5_15_7_0,5,2499
LH809_2019_5_15_4_5,5,4281
LH801_2019_5_16_8_10,6,2268
SK635_2019_5_16_7_0,6,2499
LH803_2019_5_16_11_10,6,3511
LH809_2019_5_16_4_5,6,4281
SK637_2019_5_16_12_35,7,4419
SK673_2019_5_16_15_0,7,4419
LH807_2019_5_16_14_25,7,6481
LH805_2019_5_16_16_50,7,6481
SK637_2019_5_17_12_35,8,1749
SK673_2019_5_17_15_0,8,1749
LH809_2019_5_17_4_20,7,2268
LH801_2019_5_17_8_0,7,2268
SK635_2019_5_17_7_0,7,2499
LH803_2019_5_17_11_10,7,3511
LH807_2019_5_17_14_25,8,3511
LH805_2019_5_17_16_50,8,4281
SK673_2019_5_18_15_0,9,1749
LH805_2019_5_18_16_50,9,1798
SK635_2019_5_18_7_0,8,1749
LH809_2019_5_18_4_20,8,1798
LH807_2019_5_18_14_25,9,1798
LH801_2019_5_18_8_0,8,2268
LH803_2019_5_18_11_10,8,2268
SK635_2019_5_19_7_0,9,1329
SK637_2019_5_19_12_35,10,1499
SK673_2019_5_19_15_0,10,1499
LH809_2019_5_19_4_20,9,1798
LH807_2019_5_19_14_25,10,1992
LH805_2019_5_19_16_50,10,1992
LH801_2019_5_19_8_0,9,3043
LH803_2019_5_19_11_10,9,4760
LH807_2019_5_20_14_25,11,1466
LH805_2019_5_20_16_50,11,1466
SK673_2019_5_20_15_0,11,1749
SK637_2019_5_20_12_35,11,1749
SK635_2019_5_20_7_0,10,2499
LH803_2019_5_20_11_10,10,3043
LH809_2019_5_20_4_5,10,4281
LH801_2019_5_20_8_10,10,4281
LH807_2019_5_21_14_25,12,1466
LH805_2019_5_21_16_50,12,1466
SK673_2019_5_21_15_0,12,1749
LH801_2019_5_21_8_0,11,1632
SK635_2019_5_21_7_0,11,1749
SK637_2019_5_21_12_35,12,1749
LH803_2019_5_21_11_10,11,2268
LH809_2019_5_21_4_5,11,2656
LH807_2019_5_22_14_25,13,1466
LH801_2019_5_22_8_0,12,1798
LH805_2019_5_22_16_50,13,2268
SK635_2019_5_22_7_0,12,2949
SK637_2019_5_22_12_35,13,2949
SK673_2019_5_22_15_0,13,2949
LH809_2019_5_22_4_5,12,3043
LH803_2019_5_22_11_15,12,3511
LH801_2019_5_23_8_10,13,1466
SK637_2019_5_23_12_35,14,1499
SK673_2019_5_23_15_0,14,1499
SK635_2019_5_23_7_0,13,1749
LH803_2019_5_23_11_10,13,1798
LH809_2019_5_23_4_5,13,2268
LH807_2019_5_23_14_25,14,2656
LH805_2019_5_23_16_50,14,2656
SK635_2019_5_24_7_0,14,1749
SK637_2019_5_24_12_35,15,1749
LH809_2019_5_24_4_20,14,1798
SK673_2019_5_24_15_0,15,2499
LH805_2019_5_24_16_50,15,2656
LH801_2019_5_24_8_0,14,3043
LH803_2019_5_24_11_10,14,3043
SK635_2019_5_25_7_0,15,1499
SK673_2019_5_25_15_0,16,1499
LH805_2019_5_25_16_50,16,1632
LH809_2019_5_25_4_20,15,1798
LH807_2019_5_25_14_25,16,1798
LH803_2019_5_25_11_10,15,2268
LH801_2019_5_25_8_0,15,3043
LH809_2019_5_26_4_20,16,1300
SK637_2019_5_26_12_35,17,1329
SK673_2019_5_26_15_0,17,1499
LH807_2019_5_26_14_25,17,1632
SK635_2019_5_26_7_0,16,1749
LH805_2019_5_26_16_50,17,1798
LH803_2019_5_26_11_10,16,2268
LH801_2019_5_26_8_0,16,3043
SK637_2019_5_27_12_35,18,729
LH807_2019_5_27_14_25,18,1300
SK673_2019_5_27_15_0,18,1499
LH803_2019_5_27_11_10,17,1632
SK635_2019_5_27_7_0,17,1749
LH809_2019_5_27_4_5,17,2656
LH801_2019_5_27_8_10,17,2656
